Time(s),CTSresistance,PatientWeight(kg),HeartRate(1/min),HeartStrokeVolume(mL),BloodVolume(L),ExtravascularFluidVolume(L),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),PulmonaryCapillariesWedgePressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,TidalVolume(mL),TotalLungVolume(L),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),TranspulmonaryPressure(cmH2O),RespiratoryExchangeRatio,CoreTemperature(degC),SkinTemperature(degC),GlomerularFiltrationRate(mL/min),RenalBloodFlow(L/min),UrineProductionRate(mL/min),LeftAfferentArterioleResistance(mmHg_min/mL),RightAfferentArterioleResistance(mmHg_min/mL),OxygenConsumptionRate(mL/min),CarbonDioxideProductionRate(mL/min),LeftAlveoli-Pressure(cmH2O),LeftAlveoli-Oxygen-PartialPressure(mmHg),LeftAlveoli-CarbonDioxide-PartialPressure(mmHg),RightAlveoli-Pressure(cmH2O),RightAlveoli-Oxygen-PartialPressure(mmHg),RightAlveoli-CarbonDioxide-PartialPressure(mmHg),Trachea-Oxygen-PartialPressure(cmH2O),Trachea-CarbonDioxide-PartialPressure(cmH2O),Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg),VenaCava-Oxygen-PartialPressure(mmHg),VenaCava-CarbonDioxide-PartialPressure(mmHg),RightTubules-Sodium-Concentration(g/L),LeftTubules-Sodium-Concentration(g/L),Oxygen-AlveolarTransfer(mL/s),CarbonDioxide-AlveolarTransfer(mL/s),Epinephrine-BloodConcentration(ug/L),LiverGlycogen(g),MuscleGlycogen(g),NeuromuscularBlockLevel,SedationLevel,LeftEyePupillaryResponse-SizeModifier,LeftEyePupillaryResponse-ReactivityModifier,RightEyePupillaryResponse-SizeModifier,RightEyePupillaryResponse-ReactivityModifier,Aorta-Prednisone-Concentration(ug/L),VenaCava-Prednisone-Concentration(ug/L),BoneVasculature-Prednisone-Concentration(ug/L),BrainVasculature-Prednisone-Concentration(ug/L),FatVasculature-Prednisone-Concentration(ug/L),GutVasculature-Prednisone-Concentration(ug/L),LeftKidneyVasculature-Prednisone-Concentration(ug/L),LeftLungVasculature-Prednisone-Concentration(ug/L),LiverVasculature-Prednisone-Concentration(ug/L),MuscleVasculature-Prednisone-Concentration(ug/L),MyocardiumVasculature-Prednisone-Concentration(ug/L),RightKidneyVasculature-Prednisone-Concentration(ug/L),RightLungVasculature-Prednisone-Concentration(ug/L),SkinVasculature-Prednisone-Concentration(ug/L),SpleenVasculature-Prednisone-Concentration(ug/L),BoneTissueExtracellular-Prednisone-Concentration(ug/L),BrainTissueExtracellular-Prednisone-Concentration(ug/L),FatTissueExtracellular-Prednisone-Concentration(ug/L),GutTissueExtracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueExtracellular-Prednisone-Concentration(ug/L),LeftLungTissueExtracellular-Prednisone-Concentration(ug/L),LiverTissueExtracellular-Prednisone-Concentration(ug/L),MuscleTissueExtracellular-Prednisone-Concentration(ug/L),MyocardiumTissueExtracellular-Prednisone-Concentration(ug/L),RightKidneyTissueExtracellular-Prednisone-Concentration(ug/L),RightLungTissueExtracellular-Prednisone-Concentration(ug/L),SkinTissueExtracellular-Prednisone-Concentration(ug/L),SpleenTissueExtracellular-Prednisone-Concentration(ug/L),BoneTissueIntracellular-Prednisone-Concentration(ug/L),BrainTissueIntracellular-Prednisone-Concentration(ug/L),FatTissueIntracellular-Prednisone-Concentration(ug/L),GutTissueIntracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueIntracellular-Prednisone-Concentration(ug/L),LeftLungTissueIntracellular-Prednisone-Concentration(ug/L),LiverTissueIntracellular-Prednisone-Concentration(ug/L),MuscleTissueIntracellular-Prednisone-Concentration(ug/L),MyocardiumTissueIntracellular-Prednisone-Concentration(ug/L),RightKidneyTissueIntracellular-Prednisone-Concentration(ug/L),RightLungTissueIntracellular-Prednisone-Concentration(ug/L),SkinTissueIntracellular-Prednisone-Concentration(ug/L),SpleenTissueIntracellular-Prednisone-Concentration(ug/L),Prednisone-PlasmaConcentration(ug/L),Prednisone-EffectSiteConcentration(ug/mL),Prednisone-SystemicMassCleared(ug),Prednisone-MassInBody(ug),Prednisone-LeftKidneyTissue-PartitionCoefficient,Prednisone-RightKidneyTissue-PartitionCoefficient,Prednisone-BrainTissue-PartitionCoefficient,Prednisone-RightLungTissue-PartitionCoefficient,Prednisone-LeftLungTissue-PartitionCoefficient,Prednisone-LiverTissue-PartitionCoefficient,Prednisone-BoneTissue-PartitionCoefficient,Prednisone-FatTissue-PartitionCoefficient,Prednisone-SkinTissue-PartitionCoefficient,Prednisone-MuscleTissue-PartitionCoefficient,Prednisone-SpleenTissue-PartitionCoefficient,Prednisone-GutTissue-PartitionCoefficient,Prednisone-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Prednisone-MassCleared(ug),LeftKidneyTissueIntracellular-Prednisone-MassCleared(ug),RightKidneyTissueIntracellular-Prednisone-MassCleared(ug),LiverTissueIntracellular-Prednisone-MassExcreted(ug)
395.74,0,77.6,72.19,80.7,5.55,34.4,104.4,95.9,115,74.4,5.82,846,4.01,6.40,17.14,0.980,0.029,549,2.98,0.0433,8.03,6.95,0.877,36.2,31.0,137,1.21,1.472,0.0367,0.0367,281.521,263.504,1035,118,37.7,1035,119,37.3,195,20.6,93.9,39.8,35.7,44.8,2.00,2.00,5.12,-4.06,0.029914,117,592.06,0,0,0.000,0,0.000,0,833.3387,813.0388,536.8889,955.3405,507.3882,998.4063,608.5648,823.8804,992.6159,576.6403,951.9105,608.5648,823.4158,726.6993,977.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0116,1635.9091,4782.0577,2048.4964,682.8924,918.5642,1211.2078,242.7018,1245.9436,682.8924,917.8379,1578.2121,1360.4144,952.867066,0.952867,1344.66,16970.50,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.18,452.79,452.79,0
395.76,0,77.6,72.19,80.7,5.55,34.4,102.6,95.9,115,74.4,5.82,846,4.01,6.40,17.14,0.980,0.029,549,2.96,0.0433,8.03,6.84,0.877,36.2,31.0,133,1.18,1.401,0.0367,0.0367,281.521,263.504,1035,118,37.8,1035,119,37.4,192,23.1,93.9,39.8,35.7,44.8,2.00,2.00,4.92,-4.51,0.029919,117,592.06,0,0,0.000,0,0.000,0,833.3387,813.0131,536.8739,955.3272,507.3737,998.3660,608.5122,823.8807,992.5762,576.6279,951.8701,608.5122,823.4152,726.6880,977.8163,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0255,1635.8581,4782.1929,2048.4087,682.8768,918.5642,1211.1635,242.7076,1245.8847,682.8769,917.8370,1578.2304,1360.3488,952.833465,0.952833,1344.70,16970.40,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.22,452.80,452.80,0
395.78,0,77.6,72.19,80.7,5.55,34.4,100.9,95.9,115,74.4,5.82,846,4.00,6.40,17.14,0.980,0.029,549,2.94,0.0433,8.03,6.72,0.877,36.2,31.0,130,1.16,1.332,0.0367,0.0367,281.521,263.504,1035,118,37.7,1035,119,37.4,190,25.3,93.9,39.8,35.7,44.8,2.00,2.00,4.90,-3.88,0.029922,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.9877,536.8592,955.3109,507.3596,998.3268,608.4613,823.8393,992.5375,576.6158,951.8308,608.4613,823.3724,726.6770,977.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0391,1635.8078,4782.3248,2048.3233,682.8583,918.5643,1211.1193,242.7132,1245.8273,682.8583,917.8361,1578.2482,1360.2849,952.800568,0.952801,1344.73,16970.30,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.26,452.82,452.82,0
395.80,0,77.6,72.19,80.7,5.55,34.4,99.2,95.9,115,74.4,5.82,846,3.99,6.40,17.14,0.980,0.029,549,2.91,0.0433,8.03,6.61,0.877,36.2,31.0,127,1.14,1.265,0.0367,0.0367,281.521,263.504,1035,118,37.8,1035,119,37.4,188,27.3,93.8,39.8,35.7,44.8,2.00,2.00,4.70,-4.34,0.029925,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.9626,536.8450,955.2916,507.3459,998.2886,608.4122,823.7219,992.4997,576.6041,951.7925,608.4122,823.2521,726.6662,977.7336,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0524,1635.7583,4782.4534,2048.2400,682.8369,918.5643,1211.0752,242.7188,1245.7713,682.8369,917.8352,1578.2658,1360.2226,952.768338,0.952768,1344.77,16970.20,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.30,452.83,452.83,0
395.82,0,77.6,72.19,80.7,5.55,34.4,97.5,95.9,115,74.4,5.82,846,3.99,6.40,17.14,0.980,0.029,549,2.89,0.0433,8.03,6.50,0.877,36.2,31.0,123,1.12,1.199,0.0367,0.0367,281.521,263.504,1035,118,37.8,1035,119,37.4,186,29.2,93.8,39.8,35.7,44.8,2.00,2.00,4.69,-3.70,0.029927,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.9379,536.8311,955.2692,507.3325,998.2513,608.3647,823.6249,992.4628,576.5926,951.7552,608.3647,823.1523,726.6556,977.6938,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0653,1635.7097,4782.5789,2048.1588,682.8128,918.5643,1211.0310,242.7241,1245.7167,682.8128,917.8343,1578.2830,1360.1619,952.736742,0.952737,1344.80,16970.10,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.35,452.84,452.84,0
395.84,0,77.6,72.19,80.7,5.55,34.4,96.0,95.9,115,74.4,5.82,846,3.98,6.40,17.14,0.980,0.029,549,2.87,0.0433,8.03,6.40,0.877,36.2,31.0,120,1.10,1.135,0.0367,0.0367,281.521,263.504,1035,118,37.8,1035,119,37.5,184,30.8,93.8,39.8,35.7,44.8,2.00,2.00,4.51,-4.17,0.029927,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.9134,536.8175,955.2439,507.3195,998.2150,608.3189,823.5626,992.4268,576.5814,951.7188,608.3189,823.0878,726.6453,977.6550,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0780,1635.6619,4782.7012,2048.0797,682.7860,918.5644,1210.9869,242.7294,1245.6634,682.7860,917.8335,1578.2999,1360.1027,952.705751,0.952706,1344.83,16970.00,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.39,452.85,452.85,0
395.86,0,77.6,72.19,80.7,5.55,34.4,94.4,95.9,115,74.4,5.82,846,3.97,6.40,17.14,0.980,0.029,549,2.85,0.0433,8.03,6.30,0.877,36.2,31.0,117,1.08,1.073,0.0367,0.0367,281.521,263.504,1034,118,37.8,1034,119,37.5,182,32.3,93.8,39.8,35.7,44.8,2.00,2.00,4.52,-3.54,0.029926,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.8891,536.8043,955.2157,507.3068,998.1797,608.2746,823.5276,992.3916,576.5705,951.6834,608.2746,823.0512,726.6351,977.6172,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0903,1635.6150,4782.8205,2048.0025,682.7566,918.5644,1210.9427,242.7345,1245.6115,682.7566,917.8327,1578.3165,1360.0450,952.675340,0.952675,1344.87,16969.90,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.43,452.86,452.86,0
395.88,0,77.6,72.19,80.7,5.55,34.4,92.9,95.9,115,74.4,5.82,846,3.96,6.40,17.14,0.980,0.029,549,2.83,0.0433,8.03,6.21,0.877,36.2,31.0,114,1.07,1.012,0.0367,0.0367,281.521,263.504,1034,118,37.9,1034,119,37.5,181,33.6,93.8,39.8,35.7,44.8,2.00,2.00,4.35,-4.03,0.029925,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.8651,536.7914,955.1848,507.2945,998.1452,608.2318,823.5088,992.3572,576.5599,951.6488,608.2318,823.0314,726.6252,977.5804,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1023,1635.5690,4782.9369,2047.9272,682.7247,918.5644,1210.8986,242.7395,1245.5607,682.7247,917.8319,1578.3328,1359.9887,952.645485,0.952645,1344.90,16969.80,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.47,452.88,452.88,0
395.90,0,77.6,72.19,80.7,5.55,34.4,91.4,95.9,115,74.4,5.82,846,3.95,6.40,17.14,0.980,0.029,549,2.81,0.0433,8.03,6.12,0.877,36.2,31.0,112,1.05,0.954,0.0367,0.0367,281.521,263.504,1034,118,37.9,1034,119,37.5,179,34.8,93.8,39.8,35.7,44.8,2.00,2.00,4.37,-3.41,0.029923,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.8412,536.7788,955.1513,507.2825,998.1115,608.1903,823.4984,992.3236,576.5496,951.6152,608.1903,823.0202,726.6155,977.5445,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1140,1635.5239,4783.0505,2047.8538,682.6904,918.5645,1210.8546,242.7444,1245.5113,682.6904,917.8312,1578.3489,1359.9338,952.616166,0.952616,1344.94,16969.70,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.51,452.89,452.89,0
395.92,0,77.6,72.19,80.7,5.55,34.4,90.0,95.9,115,74.4,5.82,846,3.95,6.40,17.14,0.980,0.029,549,2.80,0.0433,8.03,6.04,0.877,36.2,31.0,109,1.03,0.896,0.0367,0.0367,281.521,263.504,1034,118,37.9,1034,119,37.6,178,35.9,93.8,39.8,35.7,44.8,2.00,2.00,4.20,-3.91,0.029919,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.8174,536.7665,955.1154,507.2707,998.0788,608.1500,823.4922,992.2908,576.5395,951.5824,608.1500,823.0133,726.6060,977.5095,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1255,1635.4797,4783.1612,2047.7822,682.6537,918.5645,1210.8105,242.7492,1245.4630,682.6537,917.8305,1578.3646,1359.8803,952.587364,0.952587,1344.97,16969.59,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.56,452.90,452.90,0
395.94,0,77.6,72.19,80.7,5.55,34.4,88.6,95.9,115,74.4,5.82,846,3.94,6.40,17.14,0.980,0.029,549,2.78,0.0433,8.03,5.96,0.877,36.2,31.0,106,1.01,0.841,0.0367,0.0367,281.521,263.504,1034,118,37.9,1034,119,37.5,177,36.8,93.8,39.8,35.7,44.8,2.00,2.00,4.23,-3.28,0.029915,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.7938,536.7545,955.0772,507.2593,998.0468,608.1108,823.4881,992.2588,576.5297,951.5504,608.1108,823.0086,726.5966,977.4754,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1367,1635.4363,4783.2693,2047.7124,682.6147,918.5645,1210.7665,242.7538,1245.4159,682.6147,917.8299,1578.3801,1359.8281,952.559063,0.952559,1345.01,16969.49,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.60,452.91,452.91,0
395.96,0,77.6,72.19,80.7,5.55,34.4,87.2,95.9,115,74.4,5.82,846,3.93,6.40,17.14,0.980,0.029,549,2.77,0.0433,8.03,5.89,0.877,36.2,31.0,104,1.00,0.787,0.0367,0.0367,281.521,263.504,1034,118,38.0,1034,119,37.6,176,37.6,93.8,39.8,35.7,44.8,2.00,2.00,4.07,-3.79,0.029910,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.7703,536.7429,955.0369,507.2482,998.0156,608.0727,823.4849,992.2274,576.5201,951.5192,608.0727,823.0050,726.5875,977.4421,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1476,1635.3938,4783.3747,2047.6443,682.5735,918.5646,1210.7224,242.7584,1245.3699,682.5735,917.8292,1578.3953,1359.7772,952.531247,0.952531,1345.04,16969.39,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.64,452.92,452.92,0
395.98,0,77.6,72.19,80.7,5.55,34.4,85.9,95.9,115,74.4,5.82,846,3.93,6.40,17.14,0.980,0.029,549,2.75,0.0433,8.03,5.82,0.877,36.2,31.0,101,0.98,0.734,0.0367,0.0367,281.521,263.504,1034,118,37.9,1034,119,37.6,175,38.4,93.8,39.8,35.7,44.8,2.00,2.00,4.10,-3.16,0.029904,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.7469,536.7315,954.9946,507.2374,997.9852,608.0356,823.4823,992.1968,576.5108,951.4887,608.0356,823.0019,726.5785,977.4097,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1582,1635.3521,4783.4775,2047.5779,682.5302,918.5646,1210.6784,242.7628,1245.3250,682.5302,917.8287,1578.4102,1359.7276,952.503902,0.952504,1345.07,16969.29,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.68,452.94,452.94,0
396.00,0,77.6,72.19,80.7,5.55,34.4,84.6,95.9,115,74.4,5.82,846,3.92,6.40,17.14,0.980,0.029,549,2.74,0.0433,8.03,5.76,0.877,36.2,31.0,99,0.96,0.682,0.0367,0.0367,281.521,263.504,1034,118,38.0,1034,119,37.6,175,39.0,93.8,39.8,35.7,44.8,2.00,2.00,3.94,-3.68,0.029897,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.7236,536.7203,954.9506,507.2268,997.9556,607.9994,823.4800,992.1669,576.5017,951.4591,607.9994,822.9992,726.5697,977.3780,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1686,1635.3112,4783.5778,2047.5131,682.4847,918.5646,1210.6345,242.7671,1245.2812,682.4847,917.8281,1578.4249,1359.6792,952.477014,0.952477,1345.11,16969.19,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.73,452.95,452.95,0
396.02,0,77.6,72.19,80.7,5.55,34.4,83.3,95.9,115,74.4,5.82,846,3.92,6.40,17.14,0.980,0.029,549,2.73,0.0433,8.03,5.70,0.877,36.2,31.0,96,0.95,0.633,0.0367,0.0367,281.521,263.504,1034,118,38.0,1034,119,37.6,174,39.6,93.8,39.8,35.7,44.8,2.00,2.00,3.97,-3.04,0.029889,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.7003,536.7095,954.9049,507.2165,997.9267,607.9640,823.4778,992.1376,576.4928,951.4301,607.9640,822.9966,726.5611,977.3472,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1787,1635.2712,4783.6757,2047.4499,682.4372,918.5647,1210.5905,242.7713,1245.2385,682.4372,917.8276,1578.4394,1359.6320,952.450572,0.952451,1345.14,16969.09,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.77,452.96,452.96,0
396.04,0,77.6,72.19,80.7,5.55,34.4,82.1,95.9,115,74.4,5.82,846,3.91,6.40,17.14,0.980,0.029,549,2.72,0.0433,8.03,5.65,0.878,36.2,31.0,94,0.93,0.584,0.0367,0.0367,281.548,263.674,1034,118,38.0,1034,119,37.7,173,40.2,93.8,39.8,35.7,44.8,2.00,2.00,3.81,-3.57,0.029881,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.6771,536.6989,954.8578,507.2065,997.8985,607.9293,823.4758,992.1090,576.4842,951.4019,607.9293,822.9941,726.5526,977.3171,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1886,1635.2319,4783.7712,2047.3883,682.3878,918.5647,1210.5466,242.7755,1245.1968,682.3878,917.8271,1578.4536,1359.5860,952.424563,0.952425,1345.18,16968.99,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.81,452.97,452.97,0
396.06,0,77.6,72.19,80.7,5.55,34.4,80.9,95.9,115,74.4,5.82,846,3.91,6.40,17.14,0.980,0.029,549,2.71,0.0433,8.03,5.60,0.878,36.2,31.0,92,0.92,0.536,0.0367,0.0367,281.548,263.674,1034,118,38.0,1034,119,37.7,173,40.6,93.8,39.8,35.7,44.8,2.00,2.00,3.85,-2.93,0.029872,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.6539,536.6886,954.8093,507.1968,997.8710,607.8953,823.4738,992.0811,576.4757,951.3743,607.8953,822.9918,726.5443,977.2878,0,0,0,0,0,0,0,0,0,0,0,0,0,484.1983,1635.1934,4783.8643,2047.3282,682.3364,918.5647,1210.5027,242.7795,1245.1560,682.3364,917.8266,1578.4675,1359.5411,952.398977,0.952399,1345.21,16968.89,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.85,452.98,452.98,0
396.08,0,77.6,72.19,80.7,5.55,34.4,79.7,95.9,115,74.4,5.82,846,3.91,6.40,17.14,0.980,0.029,549,2.70,0.0433,8.03,5.55,0.878,36.2,31.0,89,0.90,0.490,0.0367,0.0367,281.548,263.674,1034,118,38.1,1034,119,37.7,172,41.1,93.8,39.8,35.7,44.8,2.00,2.00,3.69,-3.46,0.029862,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.6306,536.6785,954.7596,507.1872,997.8442,607.8620,823.4718,992.0538,576.4675,951.3474,607.8620,822.9895,726.5362,977.2592,0,0,0,0,0,0,0,0,0,0,0,0,0,484.2077,1635.1556,4783.9552,2047.2696,682.2831,918.5648,1210.4588,242.7834,1245.1163,682.2831,917.8261,1578.4813,1359.4973,952.373803,0.952374,1345.25,16968.79,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.90,453.00,453.00,0
396.10,0,77.6,72.19,80.7,5.55,34.4,78.6,95.9,115,74.4,5.82,846,3.90,6.40,17.14,0.980,0.029,549,2.69,0.0433,8.03,5.51,0.878,36.2,31.0,87,0.89,0.445,0.0367,0.0367,281.548,263.674,1034,118,38.0,1034,119,37.7,172,41.5,93.8,39.8,35.7,44.8,2.00,2.00,3.73,-2.82,0.029851,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.6074,536.6687,954.7088,507.1780,997.8180,607.8292,823.4699,992.0270,576.4595,951.3211,607.8292,822.9873,726.5282,977.2313,0,0,0,0,0,0,0,0,0,0,0,0,0,484.2169,1635.1186,4784.0439,2047.2124,682.2280,918.5648,1210.4149,242.7873,1245.0775,682.2280,917.8257,1578.4948,1359.4546,952.349031,0.952349,1345.28,16968.69,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.94,453.01,453.01,0
396.12,0,77.6,72.19,80.7,5.55,34.4,77.5,95.9,115,74.4,5.82,846,3.90,6.40,17.14,0.980,0.029,549,2.68,0.0433,8.03,5.47,0.878,36.2,31.0,85,0.88,0.401,0.0367,0.0367,281.548,263.674,1034,118,38.1,1034,119,37.7,171,41.8,93.8,39.8,35.7,44.8,2.00,2.00,3.57,-3.36,0.029840,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.5841,536.6591,954.6572,507.1689,997.7925,607.7969,823.4681,992.0009,576.4517,951.2955,607.7969,822.9851,726.5204,977.2041,0,0,0,0,0,0,0,0,0,0,0,0,0,484.2259,1635.0822,4784.1304,2047.1566,682.1711,918.5648,1210.3710,242.7910,1245.0396,682.1712,917.8253,1578.5081,1359.4129,952.324653,0.952325,1345.31,16968.59,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.98,453.02,453.02,0
396.14,0,77.6,72.19,80.7,5.55,34.4,76.4,95.9,115,74.4,5.82,846,3.90,6.40,17.14,0.980,0.029,549,2.67,0.0433,8.03,5.44,0.878,36.2,31.0,83,0.86,0.359,0.0367,0.0367,281.548,263.674,1034,118,38.1,1034,119,37.7,171,42.1,93.8,39.8,35.7,44.8,2.00,2.00,3.61,-2.71,0.029828,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.5607,536.6498,954.6047,507.1602,997.7676,607.7652,823.4680,991.9753,576.4441,951.2705,607.7652,822.9848,726.5127,977.1776,0,0,0,0,0,0,0,0,0,0,0,0,0,484.2346,1635.0466,4784.2148,2047.1022,682.1126,918.5649,1210.3272,242.7947,1245.0026,682.1126,917.8249,1578.5211,1359.3723,952.300659,0.952301,1345.35,16968.49,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,818.02,453.03,453.03,0
396.16,0,77.6,72.19,80.7,5.55,34.4,75.3,95.9,115,74.4,5.82,846,3.90,6.40,17.14,0.980,0.029,549,2.67,0.0433,8.03,5.40,0.878,36.2,31.0,81,0.85,0.317,0.0367,0.0367,281.548,263.674,1034,118,38.1,1034,119,37.8,171,42.4,93.8,39.8,35.7,44.8,2.00,2.00,3.46,-3.27,0.029815,117,592.06,0,0,0.000,0,0.000,0,833.3387,812.5374,536.6407,954.5516,507.1516,997.7434,607.7340,823.4603,991.9504,576.4366,951.2461,607.7340,822.9774,726.5051,977.1517,0,0,0,0,0,0,0,0,0,0,0,0,0,484.2432,1635.0116,4784.2971,2047.0492,682.0523,918.5522,1210.2834,242.7982,1244.9664,682.0523,917.8121,1578.5340,1359.3327,952.277041,0.952277,1345.38,16968.39,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,818.06,453.04,453.04,0
396.18,0,77.6,72.21,80.7,5.55,34.4,74.4,95.9,115,74.4,5.83,846,3.91,6.40,17.14,0.980,0.029,549,2.66,0.0433,8.03,5.37,0.878,36.2,31.0,79,0.84,0.281,0.0367,0.0367,281.548,263.674,1034,118,38.1,1034,119,37.8,171,42.6,93.8,39.8,35.7,44.8,2.00,2.00,3.55,-2.67,0.029802,117,592.06,0,0,0.000,0,0.000,0,833.3364,812.5139,536.6317,954.4979,507.1432,997.7196,607.7049,823.4202,991.9258,576.4294,951.2222,607.7049,822.9394,726.4977,977.1264,0,0,0,0,0,0,0,0,0,0,0,0,0,484.2515,1634.9772,4784.3776,2046.9973,681.9907,918.4818,1210.2396,242.8017,1244.9311,681.9907,917.7441,1578.5467,1359.2940,952.254375,0.952254,1345.42,16968.29,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,818.11,453.06,453.06,0
